Rep,Quadrat Edge Length,Sampling Method,True Mussel Density,Total Mussels,Total Rare Mussels,Total Medium Mussels,Total Common Mussels,Spatial Distribution,Number of clumps,Poisson mean,Matern Clump Placement,Variance to Mean Ratio,SRS Num Quadrats,Number Transects,Number Quadrats Per Transect,ACS Num Quadrats,ACS Max Clusters,Timed Search variable Search mode,Timed Search max PH,Timed Search detect reduction,Total Quadrats Sampled,Total Mussels in Quadrats,Rare Mussels in Quadrats,Medium Rare Mussels in Quadrats,Common Mussels in Quadrats,Total Mussels Detected,Rare Mussels Detected,Medium Mussels Detected,Common Mussels Detected,Person Hours Searched,Estimated Density,Mussels Per Person Hour,HH metric,HH Variance,
3,0.5,timed-search,0.1,50,3,6,41,1,1,1,random,5,6,Randomly placed,1.0549999999999853,1999,0,5,10,2000,true,4.5,0,414,7,0,0,7,7,0,0,7,4.511249999999962,533,1,1.2857142857142858,4,1,2,0,NA,1.5516763646439586,0,0,
11,0.5,timed-search,0.1,50,3,9,38,1,1,1,random,5,6,Randomly placed,1.0149999999999841,1999,0,5,10,2000,true,4.5,0,431,8,0,1,7,8,0,1,7,4.522499999999981,536,1,1.375,0,3,5,0,NA,1.7689331122167016,0,0,
10,0.5,timed-search,0.1,50,3,8,39,1,1,1,random,5,6,Randomly placed,1.054999999999984,1999,0,5,10,2000,true,4.5,0,443,8,0,1,7,8,0,1,7,4.510624999999978,535,1,1.125,1,4,3,0,NA,1.773590134404886,0,0,
7,0.5,timed-search,0.1,50,6,7,37,1,1,1,random,5,6,Randomly placed,0.9749999999999868,1999,0,5,10,2000,true,4.5,0,395,9,0,1,8,9,0,1,8,4.516874999999982,537,1,1.3333333333333333,4,3,2,0,NA,1.9925280199252882,0,0,
13,0.5,timed-search,0.1,50,3,7,40,1,1,1,random,5,6,Randomly placed,1.0149999999999817,1999,0,5,10,2000,true,4.5,0,410,7,0,2,5,7,0,2,5,4.524999999999964,536,1,2,1,3,3,0,NA,1.546961325966863,0,0,
8,0.5,timed-search,0.1,50,7,5,38,1,1,1,random,5,6,Randomly placed,1.0149999999999826,1999,0,5,10,2000,true,4.5,0,422,12,0,1,11,12,0,1,11,4.514374999999986,537,1,1.6666666666666667,2,3,7,0,NA,2.6581752734321,0,0,
4,0.5,timed-search,0.1,50,5,5,40,1,1,1,random,5,6,Randomly placed,0.9749999999999811,1999,0,5,10,2000,true,4.5,0,412,10,0,2,8,10,0,2,8,4.5106249999999894,536,1,1.3,4,2,4,0,NA,2.216987668006102,0,0,
15,0.5,timed-search,0.1,50,4,7,39,1,1,1,random,5,6,Randomly placed,0.9749999999999851,1999,0,5,10,2000,true,4.5,0,409,13,1,1,11,13,1,1,11,4.503749999999985,535,1,1.5384615384615385,4,1,8,0,NA,2.886483485983912,0,0,
12,0.5,timed-search,0.1,50,6,11,33,1,1,1,random,5,6,Randomly placed,0.9749999999999823,1999,0,5,10,2000,true,4.5,0,396,17,3,7,7,17,3,7,7,4.512499999999993,538,1,1.3529411764705883,8,3,6,0,NA,3.7673130193905875,0,0,
9,0.5,timed-search,0.1,50,8,5,37,1,1,1,random,5,6,Randomly placed,1.054999999999985,1999,0,5,10,2000,true,4.5,0,408,9,2,1,6,9,2,1,6,4.508749999999976,535,1,1.6666666666666667,3,5,1,0,NA,1.9961186581646904,0,0,
2,0.5,timed-search,0.1,50,4,10,36,1,1,1,random,5,6,Randomly placed,1.0149999999999824,1999,0,5,10,2000,true,4.5,0,410,8,0,1,7,8,0,1,7,4.519999999999972,536,1,1.125,2,0,6,0,NA,1.7699115044247897,0,0,
6,0.5,timed-search,0.1,50,4,2,44,1,1,1,random,5,6,Randomly placed,1.014999999999985,1999,0,5,10,2000,true,4.5,0,420,16,0,0,16,16,0,0,16,4.520624999999989,538,1,1.4375,4,4,8,0,NA,3.53933360984378,0,0,
16,0.5,timed-search,0.1,50,4,10,36,1,1,1,random,5,6,Randomly placed,0.9749999999999823,1999,0,5,10,2000,true,4.5,0,405,8,0,3,5,8,0,3,5,4.504999999999993,533,1,1.625,3,1,4,0,NA,1.7758046614872391,0,0,
5,0.5,timed-search,0.1,50,6,6,38,1,1,1,random,5,6,Randomly placed,1.0149999999999815,1999,0,5,10,2000,true,4.5,0,405,15,1,2,12,15,1,2,12,4.506874999999964,534,1,1.3333333333333333,4,6,5,0,NA,3.328248509222048,0,0,
14,0.5,timed-search,0.1,50,3,7,40,1,1,1,random,5,6,Randomly placed,1.014999999999983,1999,0,5,10,2000,true,4.5,0,403,8,0,0,8,8,0,0,8,4.504999999999977,533,1,1.5,4,4,0,0,NA,1.7758046614872456,0,0,
19,0.5,timed-search,0.1,50,2,5,43,1,1,1,random,5,6,Randomly placed,0.9749999999999811,1999,0,5,10,2000,true,4.5,0,407,17,1,3,13,17,1,3,13,4.503124999999973,535,1,1.4705882352941178,8,7,2,0,NA,3.775156141568378,0,0,
18,0.5,timed-search,0.1,50,9,5,36,1,1,1,random,5,6,Randomly placed,0.974999999999985,1999,0,5,10,2000,true,4.5,0,418,9,1,0,8,9,1,0,8,4.500624999999974,532,1,1.5555555555555556,0,6,3,0,NA,1.9997222607971232,0,0,
17,0.5,timed-search,0.1,50,3,5,42,1,1,1,random,5,6,Randomly placed,1.0549999999999806,1999,0,5,10,2000,true,4.5,0,387,8,0,1,7,8,0,1,7,4.519999999999978,536,1,1.625,2,6,0,0,NA,1.7699115044247873,0,0,
21,0.5,timed-search,0.1,50,9,7,34,1,1,1,random,5,6,Randomly placed,1.0149999999999826,1999,0,5,10,2000,true,4.5,0,394,15,1,4,10,15,1,4,10,4.524374999999993,538,1,1.2666666666666666,6,4,5,0,NA,3.3153750518027403,0,0,
20,0.5,timed-search,0.1,50,6,6,38,1,1,1,random,5,6,Randomly placed,1.0949999999999804,1999,0,5,10,2000,true,4.5,0,412,7,0,0,7,7,0,0,7,4.514999999999977,535,1,1.1428571428571428,3,2,2,0,NA,1.550387596899233,0,0,
25,0.5,timed-search,0.1,50,8,9,33,1,1,1,random,5,6,Randomly placed,0.9749999999999843,1999,0,5,10,2000,true,4.5,0,420,11,0,0,11,11,0,0,11,4.51249999999998,536,1,1.3636363636363635,5,3,3,0,NA,2.4376731301939167,0,0,
27,0.5,timed-search,0.1,50,6,7,37,1,1,1,random,5,6,Randomly placed,0.9749999999999844,1999,0,5,10,2000,true,4.5,0,413,7,0,0,7,7,0,0,7,4.5087499999999725,535,1,1.8571428571428572,2,3,2,0,NA,1.5525367341280938,0,0,
28,0.5,timed-search,0.1,50,4,11,35,1,1,1,random,5,6,Randomly placed,0.9749999999999829,1999,0,5,10,2000,true,4.5,0,419,13,0,5,8,13,0,5,8,4.514999999999975,536,1,1.6153846153846154,8,3,2,0,NA,2.8792912513842905,0,0,
